date,Water Level (m),Minor flood,Moderate flood,Major flood
26/03/2022 00:15,2.85,12,14.4,16
26/03/2022 00:30,3.01,12,14.4,16
26/03/2022 00:45,3.19,12,14.4,16
26/03/2022 01:00,3.36,12,14.4,16
26/03/2022 01:15,3.52,12,14.4,16
26/03/2022 01:30,3.69,12,14.4,16
26/03/2022 01:45,3.83,12,14.4,16
26/03/2022 02:00,3.98,12,14.4,16
26/03/2022 02:15,4.13,12,14.4,16
26/03/2022 02:30,4.3,12,14.4,16
26/03/2022 02:45,4.44,12,14.4,16
26/03/2022 03:00,4.57,12,14.4,16
26/03/2022 03:15,4.7,12,14.4,16
26/03/2022 03:30,4.82,12,14.4,16
26/03/2022 03:45,4.97,12,14.4,16
26/03/2022 04:00,5.07,12,14.4,16
26/03/2022 04:15,5.09,12,14.4,16
26/03/2022 04:30,5.1,12,14.4,16
26/03/2022 04:45,5.12,12,14.4,16
26/03/2022 05:00,5.13,12,14.4,16
26/03/2022 05:15,5.12,12,14.4,16
26/03/2022 05:30,5.12,12,14.4,16
26/03/2022 05:45,5.12,12,14.4,16
26/03/2022 06:00,5.11,12,14.4,16
26/03/2022 06:15,5.09,12,14.4,16
26/03/2022 06:30,5.07,12,14.4,16
26/03/2022 06:45,5.04,12,14.4,16
26/03/2022 07:00,5.02,12,14.4,16
26/03/2022 07:15,4.99,12,14.4,16
26/03/2022 07:30,4.97,12,14.4,16
26/03/2022 07:45,4.94,12,14.4,16
26/03/2022 08:00,4.92,12,14.4,16
26/03/2022 08:15,4.89,12,14.4,16
26/03/2022 08:30,4.87,12,14.4,16
26/03/2022 08:45,4.84,12,14.4,16
26/03/2022 09:00,4.82,12,14.4,16
26/03/2022 09:15,4.8,12,14.4,16
26/03/2022 09:30,4.76,12,14.4,16
26/03/2022 09:45,4.74,12,14.4,16
26/03/2022 10:00,4.72,12,14.4,16
26/03/2022 10:15,4.7,12,14.4,16
26/03/2022 10:30,4.67,12,14.4,16
26/03/2022 10:45,4.63,12,14.4,16
26/03/2022 11:00,4.6,12,14.4,16
26/03/2022 11:15,4.58,12,14.4,16
26/03/2022 11:30,4.54,12,14.4,16
26/03/2022 11:45,4.5,12,14.4,16
26/03/2022 12:00,4.48,12,14.4,16
26/03/2022 12:15,4.43,12,14.4,16
26/03/2022 12:30,4.4,12,14.4,16
26/03/2022 12:45,4.34,12,14.4,16
26/03/2022 13:00,4.32,12,14.4,16
26/03/2022 13:15,4.27,12,14.4,16
26/03/2022 13:30,4.22,12,14.4,16
26/03/2022 13:45,4.18,12,14.4,16
26/03/2022 14:00,4.15,12,14.4,16
26/03/2022 14:15,4.09,12,14.4,16
26/03/2022 14:30,4.04,12,14.4,16
26/03/2022 14:45,3.98,12,14.4,16
26/03/2022 15:00,3.96,12,14.4,16
26/03/2022 15:15,3.91,12,14.4,16
26/03/2022 15:30,3.85,12,14.4,16
26/03/2022 15:45,3.82,12,14.4,16
26/03/2022 16:00,3.76,12,14.4,16
26/03/2022 16:15,3.72,12,14.4,16
26/03/2022 16:30,3.67,12,14.4,16
26/03/2022 16:45,3.63,12,14.4,16
26/03/2022 17:00,3.58,12,14.4,16
26/03/2022 17:15,3.54,12,14.4,16
26/03/2022 17:30,3.48,12,14.4,16
26/03/2022 17:45,3.44,12,14.4,16
26/03/2022 18:00,3.42,12,14.4,16
26/03/2022 18:15,3.38,12,14.4,16
26/03/2022 18:30,3.32,12,14.4,16
26/03/2022 18:45,3.3,12,14.4,16
26/03/2022 19:00,3.26,12,14.4,16
26/03/2022 19:15,3.21,12,14.4,16
26/03/2022 19:30,3.19,12,14.4,16
26/03/2022 19:45,3.14,12,14.4,16
26/03/2022 20:00,3.12,12,14.4,16
26/03/2022 20:15,3.07,12,14.4,16
26/03/2022 20:30,3.05,12,14.4,16
26/03/2022 20:45,3.02,12,14.4,16
26/03/2022 21:00,2.98,12,14.4,16
26/03/2022 21:15,2.96,12,14.4,16
26/03/2022 21:30,2.93,12,14.4,16
26/03/2022 21:45,2.9,12,14.4,16
26/03/2022 22:00,2.89,12,14.4,16
26/03/2022 22:15,2.86,12,14.4,16
26/03/2022 22:30,2.84,12,14.4,16
26/03/2022 22:45,2.81,12,14.4,16
26/03/2022 23:00,2.79,12,14.4,16
26/03/2022 23:15,2.78,12,14.4,16
26/03/2022 23:30,2.75,12,14.4,16
26/03/2022 23:45,2.74,12,14.4,16
27/03/2022 00:00,2.72,12,14.4,16
27/03/2022 00:15,2.71,12,14.4,16
27/03/2022 00:30,2.69,12,14.4,16
27/03/2022 00:45,2.67,12,14.4,16
27/03/2022 01:00,2.65,12,14.4,16
27/03/2022 01:15,2.64,12,14.4,16
27/03/2022 01:30,2.64,12,14.4,16
27/03/2022 01:45,2.63,12,14.4,16
27/03/2022 02:00,2.61,12,14.4,16
27/03/2022 02:15,2.6,12,14.4,16
27/03/2022 02:30,2.58,12,14.4,16
27/03/2022 02:45,2.57,12,14.4,16
27/03/2022 03:00,2.56,12,14.4,16
27/03/2022 03:15,2.55,12,14.4,16
27/03/2022 03:30,2.54,12,14.4,16
27/03/2022 03:45,2.54,12,14.4,16
27/03/2022 04:00,2.53,12,14.4,16
27/03/2022 04:15,2.53,12,14.4,16
27/03/2022 04:30,2.52,12,14.4,16
27/03/2022 04:45,2.52,12,14.4,16
27/03/2022 05:00,2.51,12,14.4,16
27/03/2022 05:15,2.51,12,14.4,16
27/03/2022 05:30,2.5,12,14.4,16
27/03/2022 05:45,2.5,12,14.4,16
27/03/2022 06:00,2.5,12,14.4,16
27/03/2022 06:15,2.5,12,14.4,16
27/03/2022 06:30,2.5,12,14.4,16
27/03/2022 06:45,2.5,12,14.4,16
27/03/2022 07:00,2.51,12,14.4,16
27/03/2022 07:15,2.51,12,14.4,16
27/03/2022 07:30,2.51,12,14.4,16
27/03/2022 07:45,2.52,12,14.4,16
