date,Water Level (m),Minor flood,Moderate flood,Major flood
27/02/2022 00:37,1.71,5.2,9.2,12.2
27/02/2022 01:54,1.69,5.2,9.2,12.2
27/02/2022 02:12,1.68,5.2,9.2,12.2
27/02/2022 02:33,1.67,5.2,9.2,12.2
27/02/2022 02:48,1.66,5.2,9.2,12.2
27/02/2022 03:03,1.65,5.2,9.2,12.2
27/02/2022 03:21,1.64,5.2,9.2,12.2
27/02/2022 03:33,1.63,5.2,9.2,12.2
27/02/2022 03:37,1.63,5.2,9.2,12.2
27/02/2022 03:42,1.62,5.2,9.2,12.2
27/02/2022 03:54,1.61,5.2,9.2,12.2
27/02/2022 04:06,1.6,5.2,9.2,12.2
27/02/2022 04:21,1.59,5.2,9.2,12.2
27/02/2022 04:30,1.58,5.2,9.2,12.2
27/02/2022 04:42,1.57,5.2,9.2,12.2
27/02/2022 04:54,1.56,5.2,9.2,12.2
27/02/2022 05:06,1.55,5.2,9.2,12.2
27/02/2022 05:24,1.53,5.2,9.2,12.2
27/02/2022 05:36,1.52,5.2,9.2,12.2
27/02/2022 05:48,1.51,5.2,9.2,12.2
27/02/2022 05:57,1.5,5.2,9.2,12.2
27/02/2022 06:06,1.49,5.2,9.2,12.2
27/02/2022 06:15,1.48,5.2,9.2,12.2
27/02/2022 06:27,1.47,5.2,9.2,12.2
27/02/2022 06:37,1.46,5.2,9.2,12.2
27/02/2022 06:45,1.45,5.2,9.2,12.2
27/02/2022 06:54,1.44,5.2,9.2,12.2
27/02/2022 07:06,1.43,5.2,9.2,12.2
27/02/2022 07:15,1.42,5.2,9.2,12.2
27/02/2022 07:24,1.41,5.2,9.2,12.2
27/02/2022 07:33,1.4,5.2,9.2,12.2
27/02/2022 07:42,1.39,5.2,9.2,12.2
27/02/2022 07:54,1.38,5.2,9.2,12.2
27/02/2022 08:03,1.37,5.2,9.2,12.2
27/02/2022 08:09,1.36,5.2,9.2,12.2
27/02/2022 08:21,1.35,5.2,9.2,12.2
27/02/2022 08:33,1.34,5.2,9.2,12.2
27/02/2022 08:39,1.33,5.2,9.2,12.2
27/02/2022 08:48,1.32,5.2,9.2,12.2
27/02/2022 08:57,1.31,5.2,9.2,12.2
27/02/2022 09:06,1.3,5.2,9.2,12.2
27/02/2022 09:12,1.29,5.2,9.2,12.2
27/02/2022 09:24,1.28,5.2,9.2,12.2
27/02/2022 09:33,1.27,5.2,9.2,12.2
27/02/2022 09:37,1.27,5.2,9.2,12.2
27/02/2022 09:42,1.26,5.2,9.2,12.2
27/02/2022 09:51,1.25,5.2,9.2,12.2
27/02/2022 10:09,1.23,5.2,9.2,12.2
27/02/2022 10:18,1.22,5.2,9.2,12.2
27/02/2022 10:30,1.21,5.2,9.2,12.2
27/02/2022 10:36,1.2,5.2,9.2,12.2
27/02/2022 10:45,1.19,5.2,9.2,12.2
27/02/2022 11:00,1.18,5.2,9.2,12.2
27/02/2022 11:09,1.17,5.2,9.2,12.2
27/02/2022 11:15,1.16,5.2,9.2,12.2
27/02/2022 11:24,1.15,5.2,9.2,12.2
27/02/2022 11:36,1.14,5.2,9.2,12.2
27/02/2022 11:45,1.13,5.2,9.2,12.2
27/02/2022 11:54,1.12,5.2,9.2,12.2
27/02/2022 12:03,1.11,5.2,9.2,12.2
27/02/2022 12:15,1.1,5.2,9.2,12.2
27/02/2022 12:33,1.08,5.2,9.2,12.2
27/02/2022 12:37,1.08,5.2,9.2,12.2
27/02/2022 12:42,1.07,5.2,9.2,12.2
27/02/2022 12:54,1.06,5.2,9.2,12.2
27/02/2022 13:00,1.05,5.2,9.2,12.2
27/02/2022 13:09,1.04,5.2,9.2,12.2
27/02/2022 13:18,1.03,5.2,9.2,12.2
27/02/2022 13:27,1.02,5.2,9.2,12.2
27/02/2022 13:39,1.01,5.2,9.2,12.2
27/02/2022 13:48,1.0,5.2,9.2,12.2
